scholarship_id,scholarship_name,scholarship_id,ministry,scholarship_type,min_class,max_class,min_marks_required,annual_scholarship_amount,income_limit,eligible_category,apply_link,state,application_deadline,processing_time_days,renewal_eligible,hostel_allowance,book_allowance,monthly_stipend,is_haryana_eligible
SCHOL_21167,National Scholarship for Postgraduate Studies,UGC_001,ugc,postgraduate,Postgraduate,Research,60,20000,600000,all,ugc.ac.in,haryana,31-10-2026,65,TRUE,2978,730,1666.666667,TRUE
SCHOL_21180,Prime Minister Scholarship Scheme for Armed Forces,NSP_014,ministry of defence,all,8th Pass,Research,50,12000,600000,armed forces ward,scholarships.gov.in,haryana,31-10-2026,70,TRUE,1830,1252,1000,TRUE
SCHOL_21185,Tamil Nadu Post Matric Scholarship for SC/OBC,STATE_TN_001,tamil nadu government,post-matric,10th Pass,Postgraduate,0,5000,200000,sc/obc,tnscholarship.gov.in,haryana,31-10-2026,73,FALSE,932,1343,416.6666667,TRUE
SCHOL_21190,Post-Matric Scholarship for ST Students,NSP_007,department of social justice,post-matric,10th Pass,Postgraduate,40,5000,250000,st,scholarships.gov.in,haryana,31-10-2026,40,FALSE,1538,688,416.6666667,TRUE
SCHOL_21198,Saksham Scholarship - Specially Abled (Degree),AICTE_004,aicte,technical degree,Undergraduate,Postgraduate,50,50000,800000,pwd,aicte-india.org,haryana,31-10-2026,87,FALSE,792,1502,4166.666667,TRUE
SCHOL_21205,Railway Scholarship Scheme,SPECIAL_003,ministry of railways,all,8th Pass,Postgraduate,0,8000,500000,railway wards,scholarships.gov.in,haryana,31-10-2026,44,FALSE,1291,258,666.6666667,TRUE
SCHOL_21220,National Scholarship for Postgraduate Studies,UGC_001,ugc,postgraduate,Postgraduate,Research,60,20000,600000,all,ugc.ac.in,haryana,31-10-2026,50,TRUE,906,1574,1666.666667,TRUE
SCHOL_21226,Central Sector Scheme of Scholarship for College & University Students,NSP_012,department of higher education,undergraduate,Undergraduate,Postgraduate,50,10000,450000,all,scholarships.gov.in,haryana,31-10-2026,39,TRUE,2951,858,833.3333333,TRUE
SCHOL_21259,Swanath Scholarship (Degree),AICTE_006,aicte,technical degree,Undergraduate,Postgraduate,65,40000,500000,all,aicte-india.org,haryana,31-10-2026,76,TRUE,1773,1920,3333.333333,TRUE
SCHOL_21269,Post-Matric Scholarship for SC Students,NSP_006,department of social justice,post-matric,10th Pass,Postgraduate,40,5000,250000,sc,scholarships.gov.in,haryana,31-10-2026,85,TRUE,1963,1236,416.6666667,TRUE
SCHOL_21348,Pre-Matric Scholarship for Minorities,NSP_004,ministry of minority affairs,pre-matric,8th Pass,10th Pass,0,3500,250000,minority,scholarships.gov.in,haryana,31-10-2026,57,TRUE,125,1368,291.6666667,TRUE
SCHOL_21350,Post-Matric Scholarship for OBC Students,NSP_008,department of social justice,post-matric,10th Pass,Postgraduate,40,5000,300000,obc,scholarships.gov.in,haryana,31-10-2026,60,TRUE,2712,1664,416.6666667,TRUE
SCHOL_21351,Saksham Scholarship - Specially Abled (Degree),AICTE_004,aicte,technical degree,Undergraduate,Postgraduate,50,50000,800000,pwd,aicte-india.org,haryana,31-10-2026,66,TRUE,1001,548,4166.666667,TRUE
SCHOL_21353,National Fellowship and Scholarship for Higher Education of ST Students,NSP_013,ministry of tribal affairs,postgraduate,Postgraduate,Research,55,15000,500000,st,scholarships.gov.in,haryana,31-10-2026,75,FALSE,1333,1069,1250,TRUE
SCHOL_21358,Tamil Nadu Post Matric Scholarship for SC/OBC,STATE_TN_001,tamil nadu government,post-matric,10th Pass,Postgraduate,0,5000,200000,sc/obc,tnscholarship.gov.in,haryana,31-10-2026,32,TRUE,1803,530,416.6666667,TRUE
SCHOL_21379,Pre-Matric Scholarship for SC Students,NSP_001,department of social justice,pre-matric,8th Pass,10th Pass,0,3500,250000,sc,scholarships.gov.in,haryana,31-10-2026,56,FALSE,1010,1675,291.6666667,TRUE
SCHOL_21401,Saksham Scholarship - Specially Abled (Degree),AICTE_004,aicte,technical degree,Undergraduate,Postgraduate,50,50000,800000,pwd,aicte-india.org,haryana,31-10-2026,46,TRUE,1628,1716,4166.666667,TRUE
SCHOL_21403,Pre-Matric Scholarship for ST Students,NSP_002,department of social justice,pre-matric,8th Pass,10th Pass,0,3500,250000,st,scholarships.gov.in,haryana,31-10-2026,67,TRUE,2940,859,291.6666667,TRUE
SCHOL_21419,Pre-Matric Scholarship for OBC Students,NSP_003,department of social justice,pre-matric,8th Pass,10th Pass,0,3500,300000,obc,scholarships.gov.in,haryana,31-10-2026,68,TRUE,1630,1279,291.6666667,TRUE
SCHOL_21434,West Bengal Post Matric Scholarship for SC/ST/OBC,STATE_WB_001,west bengal government,post-matric,10th Pass,Postgraduate,0,4800,250000,sc/st/obc,wbsed.gov.in,haryana,31-10-2026,76,TRUE,2064,515,400,TRUE
SCHOL_21449,Pre-Matric Scholarship for OBC Students,NSP_003,department of social justice,pre-matric,8th Pass,10th Pass,0,3500,300000,obc,scholarships.gov.in,haryana,31-10-2026,67,FALSE,1274,228,291.6666667,TRUE
SCHOL_21465,Post-Matric Scholarship for SC Students,NSP_006,department of social justice,post-matric,10th Pass,Postgraduate,40,5000,250000,sc,scholarships.gov.in,haryana,31-10-2026,56,FALSE,244,1946,416.6666667,TRUE
SCHOL_21471,ICAR Scholarship (Agricultural Studies),SPECIAL_004,department of agriculture,undergraduate,Undergraduate,Postgraduate,60,25000,600000,all,icar.org.in,haryana,31-10-2026,62,FALSE,477,1541,2083.333333,TRUE
SCHOL_21476,West Bengal Post Matric Scholarship for SC/ST/OBC,STATE_WB_001,west bengal government,post-matric,10th Pass,Postgraduate,0,4800,250000,sc/st/obc,wbsed.gov.in,haryana,31-10-2026,70,TRUE,1086,1442,400,TRUE
SCHOL_21483,National Scholarship for Postgraduate Studies,UGC_001,ugc,postgraduate,Postgraduate,Research,60,20000,600000,all,ugc.ac.in,haryana,31-10-2026,48,TRUE,57,762,1666.666667,TRUE
SCHOL_21501,Prime Minister Scholarship Scheme for Armed Forces,NSP_014,ministry of defence,all,8th Pass,Research,50,12000,600000,armed forces ward,scholarships.gov.in,haryana,31-10-2026,56,TRUE,2075,429,1000,TRUE
SCHOL_21520,Central Sector Top Class Education SC,SPECIAL_002,department of social justice,undergraduate,Undergraduate,Postgraduate,60,20000,400000,sc,scholarships.gov.in,haryana,31-10-2026,85,TRUE,944,817,1666.666667,TRUE
SCHOL_21538,Post-Matric Scholarship for ST Students,NSP_007,department of social justice,post-matric,10th Pass,Postgraduate,40,5000,250000,st,scholarships.gov.in,haryana,31-10-2026,35,FALSE,2929,138,416.6666667,TRUE
SCHOL_21539,National Scholarship for Postgraduate Studies,UGC_001,ugc,postgraduate,Postgraduate,Research,60,20000,600000,all,ugc.ac.in,haryana,31-10-2026,44,FALSE,2491,1361,1666.666667,TRUE
SCHOL_21575,Post-Matric Scholarship for Students with Disabilities,NSP_010,department of empowerment of persons with disabilities,post-matric,10th Pass,Postgraduate,40,6000,300000,pwd,scholarships.gov.in,haryana,31-10-2026,44,FALSE,2708,1606,500,TRUE
SCHOL_21589,Swanath Scholarship (Degree),AICTE_006,aicte,technical degree,Undergraduate,Postgraduate,65,40000,500000,all,aicte-india.org,haryana,31-10-2026,69,TRUE,2901,1444,3333.333333,TRUE
SCHOL_21596,Post-Matric Scholarship for ST Students,NSP_007,department of social justice,post-matric,10th Pass,Postgraduate,40,5000,250000,st,scholarships.gov.in,haryana,31-10-2026,74,FALSE,2709,1277,416.6666667,TRUE
SCHOL_21620,National Means-cum-Merit Scholarship (NMMSS),NSP_011,department of school education,merit-cum-means,8th Pass,12th Pass,55,12000,350000,all,dsel.education.gov.in,haryana,31-10-2026,33,TRUE,1874,1389,1000,TRUE
SCHOL_21625,National Fellowship and Scholarship for Higher Education of ST Students,NSP_013,ministry of tribal affairs,postgraduate,Postgraduate,Research,55,15000,500000,st,scholarships.gov.in,haryana,31-10-2026,73,TRUE,2574,1539,1250,TRUE
SCHOL_21646,West Bengal Post Matric Scholarship for SC/ST/OBC,STATE_WB_001,west bengal government,post-matric,10th Pass,Postgraduate,0,4800,250000,sc/st/obc,wbsed.gov.in,haryana,31-10-2026,79,FALSE,Research,1705,400,TRUE
SCHOL_21719,Prime Minister Scholarship Scheme for Armed Forces,NSP_014,ministry of defence,all,8th Pass,Research,50,12000,600000,armed forces ward,scholarships.gov.in,haryana,31-10-2026,70,TRUE,263,1070,1000,TRUE
SCHOL_21746,Post-Matric Scholarship for SC Students,NSP_006,department of social justice,post-matric,10th Pass,Postgraduate,40,5000,250000,sc,scholarships.gov.in,haryana,31-10-2026,33,FALSE,2739,1949,416.6666667,TRUE
SCHOL_21753,Central Sector Scheme of Scholarship for College & University Students,NSP_012,department of higher education,undergraduate,Undergraduate,Postgraduate,50,10000,450000,all,scholarships.gov.in,haryana,31-10-2026,38,FALSE,1388,331,833.3333333,TRUE
SCHOL_21758,West Bengal Post Matric Scholarship for SC/ST/OBC,STATE_WB_001,west bengal government,post-matric,10th Pass,Postgraduate,0,4800,250000,sc/st/obc,wbsed.gov.in,haryana,31-10-2026,54,FALSE,2270,1003,400,TRUE
SCHOL_21766,Pre-Matric Scholarship for OBC Students,NSP_003,department of social justice,pre-matric,8th Pass,10th Pass,0,3500,300000,obc,scholarships.gov.in,haryana,31-10-2026,70,FALSE,670,1726,291.6666667,TRUE
SCHOL_21767,UP Post Matric Scholarship for SC/ST,STATE_UP_001,uttar pradesh government,post-matric,10th Pass,Postgraduate,0,5200,300000,sc/st,myscheme.up.nic.in,haryana,31-10-2026,69,FALSE,2094,953,433.3333333,TRUE
SCHOL_21770,Ishan Uday Scholarship for NER,UGC_002,ugc,all,8th Pass,Research,50,10000,400000,ner students,ugc.ac.in,haryana,31-10-2026,45,FALSE,1187,1307,833.3333333,TRUE
SCHOL_21771,Post-Matric Scholarship for Students with Disabilities,NSP_010,department of empowerment of persons with disabilities,post-matric,10th Pass,Postgraduate,40,6000,300000,pwd,scholarships.gov.in,haryana,31-10-2026,60,FALSE,2704,1327,500,TRUE
SCHOL_21809,Pragati Scholarship Scheme - Girls (Degree),AICTE_002,aicte,technical degree,Undergraduate,Postgraduate,60,50000,600000,female,aicte-india.org,haryana,31-10-2026,85,TRUE,1895,766,4166.666667,TRUE
SCHOL_21832,Pre-Matric Scholarship for Minorities,NSP_004,ministry of minority affairs,pre-matric,8th Pass,10th Pass,0,3500,250000,minority,scholarships.gov.in,haryana,31-10-2026,70,TRUE,1785,628,291.6666667,TRUE
SCHOL_21868,Pre-Matric Scholarship for Minorities,NSP_004,ministry of minority affairs,pre-matric,8th Pass,10th Pass,0,3500,250000,minority,scholarships.gov.in,haryana,31-10-2026,69,FALSE,1532,699,291.6666667,TRUE
SCHOL_21881,Delhi Government Free Wi-Fi with Scholarship,STATE_DL_001,delhi government,all,8th Pass,12th Pass,0,5000,300000,all,delhi.gov.in,haryana,31-10-2026,58,TRUE,2237,6,416.6666667,TRUE
SCHOL_21886,National Means-cum-Merit Scholarship (NMMSS),NSP_011,department of school education,merit-cum-means,8th Pass,12th Pass,55,12000,350000,all,dsel.education.gov.in,haryana,31-10-2026,45,TRUE,266,599,1000,TRUE
SCHOL_21925,Saksham Scholarship - Specially Abled (Diploma),AICTE_003,aicte,technical diploma,12th Pass,1st Year,40,50000,800000,pwd,aicte-india.org,haryana,31-10-2026,38,TRUE,603,349,4166.666667,TRUE
SCHOL_21957,Prime Minister Scholarship Scheme for Armed Forces,NSP_014,ministry of defence,all,8th Pass,Research,50,12000,600000,armed forces ward,scholarships.gov.in,haryana,31-10-2026,53,TRUE,262,397,1000,TRUE
SCHOL_21980,Swanath Scholarship (Degree),AICTE_006,aicte,technical degree,Undergraduate,Postgraduate,65,40000,500000,all,aicte-india.org,haryana,31-10-2026,79,TRUE,1259,882,3333.333333,TRUE
SCHOL_22004,Saksham Scholarship - Specially Abled (Diploma),AICTE_003,aicte,technical diploma,12th Pass,1st Year,40,50000,800000,pwd,aicte-india.org,haryana,31-10-2026,50,FALSE,2197,633,4166.666667,TRUE
SCHOL_22016,Pragati Scholarship Scheme - Girls (Degree),AICTE_002,aicte,technical degree,Undergraduate,Postgraduate,60,50000,600000,female,aicte-india.org,haryana,31-10-2026,40,FALSE,484,329,4166.666667,TRUE
SCHOL_22069,Pre-Matric Scholarship for Minorities,NSP_004,ministry of minority affairs,pre-matric,8th Pass,10th Pass,0,3500,250000,minority,scholarships.gov.in,haryana,31-10-2026,43,FALSE,2142,689,291.6666667,TRUE
SCHOL_22070,Swanath Scholarship (Diploma),AICTE_005,aicte,technical diploma,12th Pass,1st Year,55,40000,500000,all,aicte-india.org,haryana,31-10-2026,31,TRUE,493,831,3333.333333,TRUE
SCHOL_22088,Tamil Nadu Post Matric Scholarship for SC/OBC,STATE_TN_001,tamil nadu government,post-matric,10th Pass,Postgraduate,0,5000,200000,sc/obc,tnscholarship.gov.in,haryana,31-10-2026,34,TRUE,2374,673,416.6666667,TRUE
SCHOL_22089,Saksham Scholarship - Specially Abled (Degree),AICTE_004,aicte,technical degree,Undergraduate,Postgraduate,50,50000,800000,pwd,aicte-india.org,haryana,31-10-2026,85,FALSE,276,914,4166.666667,TRUE
SCHOL_22129,Saksham Scholarship - Specially Abled (Diploma),AICTE_003,aicte,technical diploma,12th Pass,1st Year,40,50000,800000,pwd,aicte-india.org,haryana,31-10-2026,30,FALSE,2631,1550,4166.666667,TRUE
SCHOL_22157,Tamil Nadu Post Matric Scholarship for SC/OBC,STATE_TN_001,tamil nadu government,post-matric,10th Pass,Postgraduate,0,5000,200000,sc/obc,tnscholarship.gov.in,haryana,31-10-2026,50,TRUE,1086,190,416.6666667,TRUE
SCHOL_22176,West Bengal Post Matric Scholarship for SC/ST/OBC,STATE_WB_001,west bengal government,post-matric,10th Pass,Postgraduate,0,4800,250000,sc/st/obc,wbsed.gov.in,haryana,31-10-2026,48,FALSE,570,1060,400,TRUE
SCHOL_22192,Maharashtra Post Matric Scholarship for SC/ST/OBC,STATE_MH_001,maharashtra government,post-matric,10th Pass,Postgraduate,0,6000,250000,sc/st/obc,mahacsc.in,haryana,31-10-2026,65,FALSE,1416,725,500,TRUE
SCHOL_22195,West Bengal Post Matric Scholarship for SC/ST/OBC,STATE_WB_001,west bengal government,post-matric,10th Pass,Postgraduate,0,4800,250000,sc/st/obc,wbsed.gov.in,haryana,31-10-2026,53,TRUE,2552,1030,400,TRUE
SCHOL_22199,Central Sector Scheme of Scholarship for College & University Students,NSP_012,department of higher education,undergraduate,Undergraduate,Postgraduate,50,10000,450000,all,scholarships.gov.in,haryana,31-10-2026,47,FALSE,2027,305,833.3333333,TRUE
SCHOL_22208,Ishan Uday Scholarship for NER,UGC_002,ugc,all,8th Pass,Research,50,10000,400000,ner students,ugc.ac.in,haryana,31-10-2026,62,FALSE,1267,990,833.3333333,TRUE
SCHOL_22216,Pragati Scholarship Scheme - Girls (Degree),AICTE_002,aicte,technical degree,Undergraduate,Postgraduate,60,50000,600000,female,aicte-india.org,haryana,31-10-2026,33,FALSE,1090,1603,4166.666667,TRUE
SCHOL_22220,Post-Matric Scholarship for Students with Disabilities,NSP_010,department of empowerment of persons with disabilities,post-matric,10th Pass,Postgraduate,40,6000,300000,pwd,scholarships.gov.in,haryana,31-10-2026,69,TRUE,2605,369,500,TRUE
SCHOL_22228,Swanath Scholarship (Diploma),AICTE_005,aicte,technical diploma,12th Pass,1st Year,55,40000,500000,all,aicte-india.org,haryana,31-10-2026,47,FALSE,2788,1884,3333.333333,TRUE
SCHOL_22230,National Fellowship and Scholarship for Higher Education of ST Students,NSP_013,ministry of tribal affairs,postgraduate,Postgraduate,Research,55,15000,500000,st,scholarships.gov.in,haryana,31-10-2026,46,FALSE,2017,1438,1250,TRUE
SCHOL_22296,Central Sector Scheme of Scholarship for College & University Students,NSP_012,department of higher education,undergraduate,Undergraduate,Postgraduate,50,10000,450000,all,scholarships.gov.in,haryana,31-10-2026,59,TRUE,916,1232,833.3333333,TRUE
SCHOL_22300,Post-Matric Scholarship for Minorities,NSP_009,ministry of minority affairs,post-matric,10th Pass,Postgraduate,40,5000,250000,minority,scholarships.gov.in,haryana,31-10-2026,60,TRUE,932,1388,416.6666667,TRUE
SCHOL_22305,Karnataka Post Matric Scholarship for SC,STATE_KA_001,karnataka government,post-matric,10th Pass,Postgraduate,0,5500,250000,sc,karnataka.gov.in,haryana,31-10-2026,33,TRUE,2430,1070,458.3333333,TRUE
SCHOL_22316,ICAR Scholarship (Agricultural Studies),SPECIAL_004,department of agriculture,undergraduate,Undergraduate,Postgraduate,60,25000,600000,all,icar.org.in,haryana,31-10-2026,37,FALSE,1349,730,2083.333333,TRUE
SCHOL_22320,National Means-cum-Merit Scholarship (NMMSS),NSP_011,department of school education,merit-cum-means,8th Pass,12th Pass,55,12000,350000,all,dsel.education.gov.in,haryana,31-10-2026,55,TRUE,170,1776,1000,TRUE
SCHOL_22325,National Means-cum-Merit Scholarship (NMMSS),NSP_011,department of school education,merit-cum-means,8th Pass,12th Pass,55,12000,350000,all,dsel.education.gov.in,haryana,31-10-2026,76,FALSE,338,454,1000,TRUE
SCHOL_22326,UP Post Matric Scholarship for SC/ST,STATE_UP_001,uttar pradesh government,post-matric,10th Pass,Postgraduate,0,5200,300000,sc/st,myscheme.up.nic.in,haryana,31-10-2026,47,FALSE,1866,961,433.3333333,TRUE
SCHOL_22333,West Bengal Post Matric Scholarship for SC/ST/OBC,STATE_WB_001,west bengal government,post-matric,10th Pass,Postgraduate,0,4800,250000,sc/st/obc,wbsed.gov.in,haryana,31-10-2026,57,TRUE,2314,1401,400,TRUE
SCHOL_22341,Pre-Matric Scholarship for ST Students,NSP_002,department of social justice,pre-matric,8th Pass,10th Pass,0,3500,250000,st,scholarships.gov.in,haryana,31-10-2026,41,FALSE,1702,1772,291.6666667,TRUE
SCHOL_22347,Pre-Matric Scholarship for SC Students,NSP_001,department of social justice,pre-matric,8th Pass,10th Pass,0,3500,250000,sc,scholarships.gov.in,haryana,31-10-2026,84,FALSE,836,1320,291.6666667,TRUE
SCHOL_22353,National Fellowship and Scholarship for Higher Education of ST Students,NSP_013,ministry of tribal affairs,postgraduate,Postgraduate,Research,55,15000,500000,st,scholarships.gov.in,haryana,31-10-2026,42,TRUE,2540,463,1250,TRUE
SCHOL_22370,National Scholarship for Postgraduate Studies,UGC_001,ugc,postgraduate,Postgraduate,Research,60,20000,600000,all,ugc.ac.in,haryana,31-10-2026,60,FALSE,1266,244,1666.666667,TRUE
SCHOL_22382,Post-Matric Scholarship for OBC Students,NSP_008,department of social justice,post-matric,10th Pass,Postgraduate,40,5000,300000,obc,scholarships.gov.in,haryana,31-10-2026,64,TRUE,1560,1749,416.6666667,TRUE
SCHOL_22393,Pre-Matric Scholarship for SC Students,NSP_001,department of social justice,pre-matric,8th Pass,10th Pass,0,3500,250000,sc,scholarships.gov.in,haryana,31-10-2026,32,TRUE,2789,1154,291.6666667,TRUE
SCHOL_22402,Pre-Matric Scholarship for ST Students,NSP_002,department of social justice,pre-matric,8th Pass,10th Pass,0,3500,250000,st,scholarships.gov.in,haryana,31-10-2026,77,FALSE,2056,1868,291.6666667,TRUE
SCHOL_22432,Central Sector Top Class Education SC,SPECIAL_002,department of social justice,undergraduate,Undergraduate,Postgraduate,60,20000,400000,sc,scholarships.gov.in,haryana,31-10-2026,76,FALSE,2831,1243,1666.666667,TRUE
SCHOL_22433,Saksham Scholarship - Specially Abled (Diploma),AICTE_003,aicte,technical diploma,12th Pass,1st Year,40,50000,800000,pwd,aicte-india.org,haryana,31-10-2026,40,TRUE,605,499,4166.666667,TRUE
SCHOL_22449,Post-Matric Scholarship for SC Students,NSP_006,department of social justice,post-matric,10th Pass,Postgraduate,40,5000,250000,sc,scholarships.gov.in,haryana,31-10-2026,46,TRUE,2248,537,416.6666667,TRUE
SCHOL_22459,National Means-cum-Merit Scholarship (NMMSS),NSP_011,department of school education,merit-cum-means,8th Pass,12th Pass,55,12000,350000,all,dsel.education.gov.in,haryana,31-10-2026,61,FALSE,1357,324,1000,TRUE
SCHOL_22467,Pragati Scholarship Scheme - Girls (Degree),AICTE_002,aicte,technical degree,Undergraduate,Postgraduate,60,50000,600000,female,aicte-india.org,haryana,31-10-2026,46,TRUE,558,1177,4166.666667,TRUE
SCHOL_22477,National Scholarship for Postgraduate Studies,UGC_001,ugc,postgraduate,Postgraduate,Research,60,20000,600000,all,ugc.ac.in,haryana,31-10-2026,58,TRUE,557,754,1666.666667,TRUE
SCHOL_22486,National Scholarship for Postgraduate Studies,UGC_001,ugc,postgraduate,Postgraduate,Research,60,20000,600000,all,ugc.ac.in,haryana,31-10-2026,72,FALSE,2144,1908,1666.666667,TRUE
SCHOL_22493,Pre-Matric Scholarship for ST Students,NSP_002,department of social justice,pre-matric,8th Pass,10th Pass,0,3500,250000,st,scholarships.gov.in,haryana,31-10-2026,46,FALSE,2224,609,291.6666667,TRUE
SCHOL_22500,Pre-Matric Scholarship for OBC Students,NSP_003,department of social justice,pre-matric,8th Pass,10th Pass,0,3500,300000,obc,scholarships.gov.in,haryana,31-10-2026,84,TRUE,26,1934,291.6666667,TRUE
SCHOL_22520,Pre-Matric Scholarship for Students with Disabilities,NSP_005,department of empowerment of persons with disabilities,pre-matric,8th Pass,10th Pass,0,4000,300000,pwd,scholarships.gov.in,haryana,31-10-2026,84,TRUE,2094,130,333.3333333,TRUE
SCHOL_22523,Saksham Scholarship - Specially Abled (Diploma),AICTE_003,aicte,technical diploma,12th Pass,1st Year,40,50000,800000,pwd,aicte-india.org,haryana,31-10-2026,61,FALSE,2118,983,4166.666667,TRUE
SCHOL_22554,Pre-Matric Scholarship for ST Students,NSP_002,department of social justice,pre-matric,8th Pass,10th Pass,0,3500,250000,st,scholarships.gov.in,haryana,31-10-2026,74,TRUE,2927,754,291.6666667,TRUE
SCHOL_22564,Pragati Scholarship Scheme - Girls (Degree),AICTE_002,aicte,technical degree,Undergraduate,Postgraduate,60,50000,600000,female,aicte-india.org,haryana,31-10-2026,88,FALSE,923,892,4166.666667,TRUE
SCHOL_22565,Railway Scholarship Scheme,SPECIAL_003,ministry of railways,all,8th Pass,Postgraduate,0,8000,500000,railway wards,scholarships.gov.in,haryana,31-10-2026,45,FALSE,333,1006,666.6666667,TRUE
SCHOL_22579,Maharashtra Post Matric Scholarship for SC/ST/OBC,STATE_MH_001,maharashtra government,post-matric,10th Pass,Postgraduate,0,6000,250000,sc/st/obc,mahacsc.in,haryana,31-10-2026,52,FALSE,1348,800,500,TRUE
SCHOL_22594,Central Sector Scheme of Scholarship for College & University Students,NSP_012,department of higher education,undergraduate,Undergraduate,Postgraduate,50,10000,450000,all,scholarships.gov.in,haryana,31-10-2026,62,FALSE,757,1441,833.3333333,TRUE
SCHOL_22596,Pre-Matric Scholarship for SC Students,NSP_001,department of social justice,pre-matric,8th Pass,10th Pass,0,3500,250000,sc,scholarships.gov.in,haryana,31-10-2026,30,FALSE,2180,184,291.6666667,TRUE
SCHOL_22626,Post-Matric Scholarship for Students with Disabilities,NSP_010,department of empowerment of persons with disabilities,post-matric,10th Pass,Postgraduate,40,6000,300000,pwd,scholarships.gov.in,haryana,31-10-2026,65,TRUE,2081,1745,500,TRUE
SCHOL_22628,Pre-Matric Scholarship for Students with Disabilities,NSP_005,department of empowerment of persons with disabilities,pre-matric,8th Pass,10th Pass,0,4000,300000,pwd,scholarships.gov.in,haryana,31-10-2026,81,TRUE,1358,1432,333.3333333,TRUE
SCHOL_22630,Post-Matric Scholarship for Students with Disabilities,NSP_010,department of empowerment of persons with disabilities,post-matric,10th Pass,Postgraduate,40,6000,300000,pwd,scholarships.gov.in,haryana,31-10-2026,65,TRUE,1378,499,500,TRUE
SCHOL_22634,Central Sector Top Class Education SC,SPECIAL_002,department of social justice,undergraduate,Undergraduate,Postgraduate,60,20000,400000,sc,scholarships.gov.in,haryana,31-10-2026,86,TRUE,2065,1395,1666.666667,TRUE
SCHOL_22699,Prime Minister Scholarship Scheme for Armed Forces,NSP_014,ministry of defence,all,8th Pass,Research,50,12000,600000,armed forces ward,scholarships.gov.in,haryana,31-10-2026,80,FALSE,586,1202,1000,TRUE
SCHOL_22716,National Fellowship and Scholarship for Higher Education of ST Students,NSP_013,ministry of tribal affairs,postgraduate,Postgraduate,Research,55,15000,500000,st,scholarships.gov.in,haryana,31-10-2026,74,TRUE,106,795,1250,TRUE
SCHOL_22735,Pre-Matric Scholarship for ST Students,NSP_002,department of social justice,pre-matric,8th Pass,10th Pass,0,3500,250000,st,scholarships.gov.in,haryana,31-10-2026,86,FALSE,1087,1751,291.6666667,TRUE
SCHOL_22741,Ishan Uday Scholarship for NER,UGC_002,ugc,all,8th Pass,Research,50,10000,400000,ner students,ugc.ac.in,haryana,31-10-2026,39,FALSE,2176,478,833.3333333,TRUE
SCHOL_22780,Delhi Government Free Wi-Fi with Scholarship,STATE_DL_001,delhi government,all,8th Pass,12th Pass,0,5000,300000,all,delhi.gov.in,haryana,31-10-2026,60,FALSE,1586,824,416.6666667,TRUE
SCHOL_22789,ICAR Scholarship (Agricultural Studies),SPECIAL_004,department of agriculture,undergraduate,Undergraduate,Postgraduate,60,25000,600000,all,icar.org.in,haryana,31-10-2026,87,FALSE,2405,1720,2083.333333,TRUE
SCHOL_22800,Prime Minister Scholarship Scheme for Armed Forces,NSP_014,ministry of defence,all,8th Pass,Research,50,12000,600000,armed forces ward,scholarships.gov.in,haryana,31-10-2026,38,TRUE,2348,1179,1000,TRUE
SCHOL_22823,National Fellowship and Scholarship for Higher Education of ST Students,NSP_013,ministry of tribal affairs,postgraduate,Postgraduate,Research,55,15000,500000,st,scholarships.gov.in,haryana,31-10-2026,55,FALSE,193,379,1250,TRUE
SCHOL_22858,Swanath Scholarship (Degree),AICTE_006,aicte,technical degree,Undergraduate,Postgraduate,65,40000,500000,all,aicte-india.org,haryana,31-10-2026,78,FALSE,395,1704,3333.333333,TRUE
SCHOL_22868,Ishan Uday Scholarship for NER,UGC_002,ugc,all,8th Pass,Research,50,10000,400000,ner students,ugc.ac.in,haryana,31-10-2026,83,FALSE,621,842,833.3333333,TRUE
SCHOL_22877,Maharashtra Post Matric Scholarship for SC/ST/OBC,STATE_MH_001,maharashtra government,post-matric,10th Pass,Postgraduate,0,6000,250000,sc/st/obc,mahacsc.in,haryana,31-10-2026,75,TRUE,232,1821,500,TRUE
SCHOL_22905,Central Sector Scheme of Scholarship for College & University Students,NSP_012,department of higher education,undergraduate,Undergraduate,Postgraduate,50,10000,450000,all,scholarships.gov.in,haryana,31-10-2026,47,TRUE,2084,565,833.3333333,TRUE
SCHOL_22966,Pre-Matric Scholarship for Students with Disabilities,NSP_005,department of empowerment of persons with disabilities,pre-matric,8th Pass,10th Pass,0,4000,300000,pwd,scholarships.gov.in,haryana,31-10-2026,79,FALSE,2267,1598,333.3333333,TRUE
SCHOL_22972,Saksham Scholarship - Specially Abled (Degree),AICTE_004,aicte,technical degree,Undergraduate,Postgraduate,50,50000,800000,pwd,aicte-india.org,haryana,31-10-2026,81,FALSE,2696,580,4166.666667,TRUE
SCHOL_23012,UP Post Matric Scholarship for SC/ST,STATE_UP_001,uttar pradesh government,post-matric,10th Pass,Postgraduate,0,5200,300000,sc/st,myscheme.up.nic.in,haryana,31-10-2026,89,FALSE,2843,1747,433.3333333,TRUE
SCHOL_23056,Prime Minister Scholarship Scheme for Armed Forces,NSP_014,ministry of defence,all,8th Pass,Research,50,12000,600000,armed forces ward,scholarships.gov.in,haryana,31-10-2026,30,TRUE,1419,1904,1000,TRUE
SCHOL_23070,Pre-Matric Scholarship for Minorities,NSP_004,ministry of minority affairs,pre-matric,8th Pass,10th Pass,0,3500,250000,minority,scholarships.gov.in,haryana,31-10-2026,55,TRUE,990,1033,291.6666667,TRUE
